713.26,13.15,201942,32.76517,42.28548,0.9493453825663245
713.22,13.13,201942,32.81751,42.36286,0.5403399279157517
713.18,13.11,201942,32.83721,42.46881,0.1322133476620274
713.14,13.08,201942,32.83167,42.5987,0.08362921140366969
713.1,13.06,201942,32.80648,42.755,0.34111095262392543
713.06,13.04,201942,32.78678,42.85493,1.2254715673976297
713.02,13.01,201942,32.75153,42.94477,2.313199142248675
712.98,12.99,201942,32.66781,43.02356,3.6214763956292773
712.94,12.97,201942,32.56426,43.08199,4.801025898409629
712.9,12.94,201942,32.43159,43.12595,5.945021417791527
712.86,12.92,201942,32.28324,43.18854,7.0695061851942675
712.82,12.9,201942,32.12807,43.27641,8.182836298160925
712.78,12.87,201942,31.94971,43.37125,9.270268429258131
712.74,12.85,200768,12.55483,43.74236,8.910114073456073
712.7,12.83,200768,12.74191,44.0489,7.460897433003617
712.66,12.8,200768,12.92791,44.33599,6.016011562904445
712.62,12.78,200768,13.11272,44.60072,4.575343506076895
712.58,12.76,200768,13.3009,44.8429,3.134271036094357
712.54,12.73,200768,13.48187,45.06782,1.7096569116638567
712.5,12.71,200768,13.65714,45.27452,1.5362787442713648
712.46,12.69,200768,13.8336,45.46695,1.369153157137652
712.42,12.67,200768,14.01154,45.63851,1.2157304270684357
712.38,12.64,200768,14.19867,45.79786,1.0751679147928475
712.34,12.62,200768,14.39174,45.94404,0.9602574780755417
712.3,12.6,200768,14.55537,46.07384,0.9142326067801372
712.26,12.57,200768,14.70544,46.16007,0.9431381089214879
712.22,12.55,200768,14.9033,46.24955,0.9781001725794777
712.18,12.53,200768,15.09418,46.29571,1.0938065080259833
712.14,12.5,200768,15.27755,46.36934,1.105563238942033
712.1,12.48,200768,15.47957,46.41421,1.12692118646337
712.06,12.46,200768,15.68204,46.44162,1.1607936656012525
712.02,12.43,200768,15.88416,46.42882,1.224698217929624
711.98,12.41,200768,16.06553,46.33734,1.1421854396725655
711.94,12.39,200768,16.24964,46.23311,1.1197689199562506
711.9,12.36,200768,16.43931,46.16914,1.1002403905510847
711.86,12.34,200768,16.62723,46.14512,1.074160502904478
711.82,12.32,200768,16.83373,46.09106,1.092581337658665
711.78,12.29,200768,17.04294,46.0338,1.131380518216571
711.74,12.27,200768,17.22978,45.90978,1.254275646299488
711.7,12.25,200768,17.49675,45.84183,1.31238940394991
711.66,12.22,200768,17.72958,45.69491,1.463894709465131
711.62,12.2,200768,17.95717,45.54621,1.7511062436357154
711.58,12.18,200768,18.17088,45.44406,1.7721177867173494
711.54,12.16,200768,18.40347,45.28839,1.951052941183298
711.5,12.13,200768,18.68035,45.1619,2.136447981580639
711.46,12.11,200768,18.92541,45.01852,2.344632264641942
711.42,12.09,200768,19.21626,44.89401,2.42614343042616
711.38,12.06,200768,19.57617,44.86008,2.5074936019858534
711.34,12.04,200768,19.98265,44.81926,2.5105396855058872
711.3,12.02,200768,20.38749,44.70025,2.4751582884736907
711.26,11.99,200768,20.81838,44.51006,2.6791020657675557
711.22,11.97,200768,21.2291,44.29041,2.8038615229893225
711.18,11.95,200768,21.64563,44.04911,2.99015915629921
711.14,11.92,200768,22.09586,43.85211,3.1593977014772943
711.1,11.9,200768,22.54949,43.6205,3.1578729633726588
711.06,11.88,200768,23.0488,43.42334,2.937453951519921
711.02,11.85,200768,23.52535,43.17754,2.71606193040586
710.98,11.83,200768,24.02938,42.89008,2.418996375875748
710.94,11.81,200768,24.55198,42.59281,2.2153194627412094
710.9,11.78,200768,25.01068,42.23405,1.9654879274622856
710.86,11.76,200768,25.48652,41.8348,1.8333711821668843
710.82,11.74,200768,25.92635,41.37859,1.6427746789502211
710.78,11.71,200768,26.29055,40.90892,1.690968380130153
710.74,11.69,200768,26.62659,40.44301,1.6440819172413523
710.7,11.67,200768,26.9841,39.98027,1.5586976658736595
710.66,11.64,200768,27.37671,39.52207,1.5775788400267048
710.62,11.62,200768,27.77469,39.10362,1.5528772612476498
710.58,11.6,200768,28.18745,38.68535,1.634900743929124
