1,720.0,0
1,720.0,202685
1,720.0,200768
1,713.14,201942
1,709.18,200768
1,707.26,201942
1,703.5,2449
1,703.5,202685
1,695.0,1
1,692.95,202689
1,690.07,203469
1,689.27,201587
1,687.47,203469
1,685.0,201587
1,685.0,203469
1,685.0,-2
1,685.0,0
1,679.67,200768
1,676.15,201942
1,674.59,200768
1,673.19,202685
1,672.07,201960
1,666.0,200768
1,666.0,-3
1,659.0,0
1,641.76,200768
1,638.2,201942
1,637.6,2449
1,636.72,200768
1,634.8,202685
1,633.0,-1
1,633.0,0
1,633.0,202685
1,633.0,-2
1,633.0,0
1,633.0,202685
1,633.0,-2
1,633.0,1
1,629.35,202689
1,627.35,201587
1,629.35,202689
1,623.51,203469
1,620.0,201587
1,620.0,-3
1,618.0,-5
1,617.99,2449
1,614.03,200768
1,613.31,202685
1,605.47,201942
1,603.11,201960
1,600.91,201942
1,596.0,-3
1,595.0,-5
1,593.0,2449
1,593.0,-3
1,592.0,-5
1,590.0,2449
1,590.0,-3
1,589.0,-5
1,588.91,203469
1,587.75,202689
1,585.0,203469
1,585.0,-2
1,585.0,0
1,577.39,200768
1,573.0,201942
1,573.0,-6
1,573.0,-4
1,573.0,202689
1,567.0,203469
1,567.0,-3
1,566.0,-5
1,558.23,201960
1,557.19,200768
1,553.0,201942
1,553.0,-2
1,553.0,1
1,550.47,202689
1,545.35,101107
1,544.75,202689
1,534.0,203798
1,534.0,-2
1,534.0,0
1,526.39,200768
1,518.19,202685
1,517.4,200768
1,514.0,202685
1,514.0,200768
1,514.0,-2
1,514.0,1
1,502.0,101107
1,502.0,-3
1,501.0,-5
1,501.0,200768
1,495.12,201960
1,494.19,200768
1,490.0,-3
1,448.0,-5
1,448.0,203469
1,443.0,202689
1,443.0,-3
1,442.0,-5
1,442.0,2449
1,436.0,200768
1,436.0,-6
1,413.0,1
1,392.0,202689
1,392.0,-3
1,374.0,0
1,356.0,200768
1,356.0,-6
1,348.0,1
1,342.0,201587
1,342.0,-2
1,342.0,0
1,331.57,201942
1,326.13,202685
1,323.61,200768
1,322.53,201942
1,323.61,200768
1,321.33,201960
1,318.0,201942
1,318.0,201960
1,318.0,-2
1,283.0,1
1,262.0,-1
1,262.0,0
1,243.0,201942
1,243.0,-2
