Quarter,GameClock,EventId,Who has the ball,Who will now have the ball,Home_event,Away_event,Player1,Player1_team_id,Player2,Player2_team_id,Player3,Player3_team_id
1,2.0,1,1,0,,Roberts 21' Pullup Jump Shot (4 PTS),203148,1610612766,0,,0,
1,0.0,2,0,0,MISS Joseph 31' 3PT Driving Floating Bank Jump Shot,,202709,1610612761,0,,0,
1,0.0,4,0,0,RAPTORS Rebound,,1610612761,,0,,0,
2,713.0,6,-1,1,Ross P.FOUL (P3.T1) (M.Boland),,203082,1610612761,201587,1610612766,0,
2,702.0,2,0,1,Biyombo BLOCK (1 BLK),MISS Hansbrough 2' Layup,201946,1610612766,0,,202687,1610612761
2,700.0,4,1,1,,Hansbrough REBOUND (Off:2 Def:0),201946,1610612766,0,,0,
2,697.0,2,1,1,,MISS Hansbrough 1' Putback Layup,201946,1610612766,0,,0,
2,696.0,4,1,1,,Lamb REBOUND (Off:1 Def:0),203087,1610612766,0,,0,
2,693.0,2,1,0,,MISS Lamb 2' Finger Roll Layup,203087,1610612766,0,,0,
2,693.0,4,0,0,Biyombo REBOUND (Off:0 Def:3),,202687,1610612761,0,,0,
2,678.0,2,0,1,MISS Lowry 24' 3PT Jump Shot,,200768,1610612761,0,,0,
2,677.0,4,1,1,,Hansbrough REBOUND (Off:2 Def:1),201946,1610612766,0,,0,
2,659.0,1,1,0,,Kaminsky 4' Turnaround Hook Shot (2 PTS),1626163,1610612766,0,,0,
2,645.0,6,-1,0,,Hansbrough P.FOUL (P1.T1) (M.Boland),201946,1610612766,200768,1610612761,0,
2,633.0,1,0,1,Patterson 25' 3PT Jump Shot (3 PTS) (Joseph 1 AST),,202335,1610612761,202709,1610612761,0,
2,614.0,1,1,0,,Lamb 12' Pullup Jump Shot (5 PTS),203087,1610612766,0,,0,
2,589.0,1,0,1,Patterson 11' Turnaround Jump Shot (5 PTS),,202335,1610612761,0,,0,
2,578.0,7,-1,1,Biyombo Violation:Kicked Ball (S.Corbin),,202687,1610612761,0,,0,
2,569.0,1,1,0,,Roberts 8' Driving Floating Jump Shot (6 PTS) (Batum 2 AST),203148,1610612766,201587,1610612766,0,
2,559.0,1,0,1,Joseph 2' Driving Layup (4 PTS),,202709,1610612761,0,,0,
2,537.0,6,-1,1,Lowry S.FOUL (P1.T2) (M.Boland),,200768,1610612761,1626163,1610612766,0,
2,537.0,3,1,1,,Kaminsky Free Throw 1 of 2 (3 PTS),1626163,1610612766,0,,0,
2,537.0,3,1,0,,Kaminsky Free Throw 2 of 2 (4 PTS),1626163,1610612766,0,,0,
2,525.0,1,0,1,Joseph 19' Jump Shot (6 PTS) (Lowry 3 AST),,202709,1610612761,200768,1610612761,0,
2,511.0,2,1,0,,MISS Kaminsky 25' 3PT Jump Shot,1626163,1610612766,0,,0,
2,510.0,4,0,0,Joseph REBOUND (Off:0 Def:1),,202709,1610612761,0,,0,
2,504.0,2,0,1,MISS Lowry 8' Driving Floating Bank Jump Shot,,200768,1610612761,0,,0,
2,503.0,4,1,1,,Roberts REBOUND (Off:0 Def:1),203148,1610612766,0,,0,
2,501.0,6,-1,1,Patterson Personal Block Foul (P1.T3) (S.Corbin),,202335,1610612761,203148,1610612766,0,
2,480.0,2,0,1,Biyombo BLOCK (2 BLK),MISS Hansbrough 3' Cutting Layup Shot,201946,1610612766,0,,202687,1610612761
2,479.0,4,1,1,,Hansbrough REBOUND (Off:3 Def:1),201946,1610612766,0,,0,
2,477.0,1,1,0,,Hansbrough 1' Putback Layup (2 PTS),201946,1610612766,0,,0,
2,454.0,2,0,1,MISS Lowry 25' 3PT Step Back Jump Shot,,200768,1610612761,0,,0,
2,454.0,4,1,1,,Lamb REBOUND (Off:1 Def:1),203087,1610612766,0,,0,
2,442.0,1,1,0,,Kaminsky 25' 3PT Jump Shot (7 PTS) (Lamb 1 AST),1626163,1610612766,203087,1610612766,0,
2,425.0,1,0,1,Biyombo  Dunk (2 PTS) (Joseph 2 AST),,202687,1610612761,202709,1610612761,0,
2,411.0,1,1,0,,Batum 25' 3PT Jump Shot (8 PTS) (Kaminsky 1 AST),201587,1610612766,1626163,1610612766,0,
2,390.0,1,0,1,DeRozan 19' Jump Shot (14 PTS) (Lowry 4 AST),,201942,1610612761,200768,1610612761,0,
2,364.0,2,1,1,,MISS Batum 21' Fadeaway Bank Shot,201587,1610612766,0,,0,
2,364.0,4,1,1,,Hornets Rebound,1610612766,,0,,0,
2,364.0,5,1,0,,Hornets Turnover: Shot Clock (T#3),1610612766,,0,,0,
2,341.0,2,0,0,MISS Lowry 6' Driving Floating Jump Shot,,200768,1610612761,0,,0,
2,340.0,4,0,0,Valanciunas REBOUND (Off:2 Def:1),,202685,1610612761,0,,0,
2,337.0,1,0,1,Valanciunas 2' Tip Layup Shot (6 PTS),,202685,1610612761,0,,0,
2,323.0,1,1,0,,Kaminsky 5' Driving Floating Jump Shot (9 PTS),1626163,1610612766,0,,0,
2,302.0,6,-1,0,,Zeller S.FOUL (P2.T2) (M.Davis),203469,1610612766,202685,1610612761,0,
2,302.0,3,0,0,Valanciunas Free Throw 1 of 2 (7 PTS),,202685,1610612761,0,,0,
2,302.0,3,0,1,Valanciunas Free Throw 2 of 2 (8 PTS),,202685,1610612761,0,,0,
2,285.0,1,1,0,,Williams 9' Driving Floating Jump Shot (7 PTS),101107,1610612766,0,,0,
2,267.0,6,-1,0,,Williams P.FOUL (P1.T3) (M.Davis),101107,1610612766,2449,1610612761,0,
2,261.0,6,-1,0,,Kaminsky Shooting Block Foul (P1.T4) (S.Corbin),1626163,1610612766,201942,1610612761,0,
2,261.0,3,0,0,DeRozan Free Throw 1 of 2 (15 PTS),,201942,1610612761,0,,0,
2,261.0,3,0,1,DeRozan Free Throw 2 of 2 (16 PTS),,201942,1610612761,0,,0,
2,249.0,2,1,0,,MISS Walker 24' 3PT Jump Shot,202689,1610612766,0,,0,
2,248.0,4,0,0,Valanciunas REBOUND (Off:2 Def:2),,202685,1610612761,0,,0,
2,235.0,5,0,1,Carroll Bad Pass Turnover (P1.T5),Kaminsky STEAL (1 STL),201960,1610612761,1626163,1610612766,0,
2,227.0,1,1,0,,Williams 8' Hook Shot (9 PTS) (Batum 3 AST),101107,1610612766,201587,1610612766,0,
2,201.0,2,0,0,MISS Carroll 21' Jump Shot,,201960,1610612761,0,,0,
2,200.0,4,0,0,Lowry REBOUND (Off:1 Def:2),,200768,1610612761,0,,0,
2,196.0,1,0,1,Lowry 1' Tip Layup Shot (4 PTS),,200768,1610612761,0,,0,
2,184.0,6,-1,1,RAPTORS T.Foul (Def. 3 Sec Valanciunas ) (S.Corbin),,202685,1610612761,0,,0,
2,184.0,3,1,0,,Batum Free Throw Technical (9 PTS),201587,1610612766,0,,0,
2,171.0,2,1,0,,MISS Walker 20' Pullup Jump Shot,202689,1610612766,0,,0,
2,170.0,4,0,0,Valanciunas REBOUND (Off:2 Def:3),,202685,1610612761,0,,0,
2,162.0,6,-1,0,,Lamb Shooting Block Foul (P1.PN) (S.Corbin),203087,1610612766,200768,1610612761,0,
2,162.0,3,0,0,Lowry Free Throw 1 of 2 (5 PTS),,200768,1610612761,0,,0,
2,162.0,3,0,1,Lowry Free Throw 2 of 2 (6 PTS),,200768,1610612761,0,,0,
2,145.0,2,1,1,,MISS Kaminsky 25' 3PT Jump Shot,1626163,1610612766,0,,0,
2,143.0,4,1,1,,Williams REBOUND (Off:1 Def:2),101107,1610612766,0,,0,
2,129.0,1,1,0,,Walker 1' Driving Layup (4 PTS),202689,1610612766,0,,0,
2,106.0,1,0,1,DeRozan 24' 3PT Jump Shot (19 PTS) (Lowry 5 AST),,201942,1610612761,200768,1610612761,0,
2,86.0,2,1,0,,MISS Williams 3' Driving Layup,101107,1610612766,0,,0,
2,86.0,4,0,0,Scola REBOUND (Off:2 Def:3),,2449,1610612761,0,,0,
2,73.0,2,0,1,MISS Carroll 25' 3PT Jump Shot,,201960,1610612761,0,,0,
2,73.0,4,1,1,,Walker REBOUND (Off:0 Def:1),202689,1610612766,0,,0,
2,64.0,2,1,0,,MISS Lamb 25' 3PT Jump Shot,203087,1610612766,0,,0,
2,63.0,4,0,0,Scola REBOUND (Off:2 Def:4),,2449,1610612761,0,,0,
2,49.0,2,0,1,MISS DeRozan 3' Driving Floating Jump Shot,Lamb BLOCK (1 BLK),201942,1610612761,0,,203087,1610612766
2,47.0,4,1,1,,Williams REBOUND (Off:1 Def:3),101107,1610612766,0,,0,
2,37.0,2,1,1,,MISS Walker 25' 3PT Pullup Jump Shot,202689,1610612766,0,,0,
2,36.0,4,1,1,,Kaminsky REBOUND (Off:2 Def:2),1626163,1610612766,0,,0,
2,18.0,6,-1,1,Joseph S.FOUL (P1.T4) (M.Davis),,202709,1610612761,202689,1610612766,0,
2,18.0,3,1,1,,Walker Free Throw 1 of 2 (5 PTS),202689,1610612766,0,,0,
2,18.0,3,1,0,,Walker Free Throw 2 of 2 (6 PTS),202689,1610612766,0,,0,
2,5.0,2,0,1,MISS Scola  3PT Jump Shot,,2449,1610612761,0,,0,
2,4.0,4,1,1,,Lamb REBOUND (Off:1 Def:2),203087,1610612766,0,,0,
2,0.0,2,1,1,,MISS Walker 27' 3PT Running Pull-Up Jump Shot,202689,1610612766,0,,0,
2,0.0,4,1,1,,Hornets Rebound,1610612766,,0,,0,
3,709.0,1,1,0,,Zeller 3' Cutting Layup Shot (9 PTS) (Batum 4 AST),203469,1610612766,201587,1610612766,0,
3,688.0,6,-1,1,Valanciunas OFF.Foul (P2) (S.Corbin),,202685,1610612761,203469,1610612766,0,
3,688.0,5,0,1,Valanciunas Foul Turnover (P1.T6),,202685,1610612761,0,,0,
3,677.0,2,1,0,,MISS Hairston 25' 3PT Jump Shot,203798,1610612766,0,,0,
3,676.0,4,0,0,Valanciunas REBOUND (Off:2 Def:4),,202685,1610612761,0,,0,
3,654.0,2,0,0,MISS DeRozan 15' Pullup Jump Shot,,201942,1610612761,0,,0,
3,653.0,4,0,0,Valanciunas REBOUND (Off:3 Def:4),,202685,1610612761,0,,0,
3,651.0,2,0,1,MISS Valanciunas 1' Putback Layup,,202685,1610612761,0,,0,
3,650.0,4,1,1,,Zeller REBOUND (Off:3 Def:2),203469,1610612766,0,,0,
3,641.0,1,1,0,,Walker 9' Driving Floating Jump Shot (8 PTS),202689,1610612766,0,,0,
3,616.0,2,0,1,MISS Carroll  3PT Jump Shot,Batum BLOCK (1 BLK),201960,1610612761,0,,201587,1610612766
3,615.0,4,1,1,,Hairston REBOUND (Off:1 Def:3),203798,1610612766,0,,0,
3,609.0,1,1,0,,Walker 25' 3PT Running Pull-Up Jump Shot (11 PTS),202689,1610612766,0,,0,
3,590.0,2,0,1,MISS DeRozan 11' Turnaround Fadeaway Shot,,201942,1610612761,0,,0,
3,589.0,4,1,1,,Batum REBOUND (Off:0 Def:1),201587,1610612766,0,,0,
3,582.0,5,1,0,Carroll STEAL (1 STL),Batum Bad Pass Turnover (P1.T4),201587,1610612766,201960,1610612761,0,
3,575.0,2,0,0,MISS Carroll 1' Layup,,201960,1610612761,0,,0,
3,574.0,4,0,0,Valanciunas REBOUND (Off:4 Def:4),,202685,1610612761,0,,0,
3,572.0,2,0,0,MISS Valanciunas  Tip Layup Shot,,202685,1610612761,0,,0,
3,571.0,4,0,0,Valanciunas REBOUND (Off:5 Def:4),,202685,1610612761,0,,0,
3,568.0,2,0,0,MISS Valanciunas 1' Tip Layup Shot,,202685,1610612761,0,,0,
3,567.0,4,0,0,Carroll REBOUND (Off:1 Def:1),,201960,1610612761,0,,0,
3,567.0,2,0,0,MISS Carroll 2' Tip Layup Shot,,201960,1610612761,0,,0,
3,567.0,4,0,0,Scola REBOUND (Off:3 Def:4),,2449,1610612761,0,,0,
3,565.0,2,0,1,MISS Scola 2' Layup,,2449,1610612761,0,,0,
3,563.0,4,1,1,,Batum REBOUND (Off:0 Def:2),201587,1610612766,0,,0,
3,555.0,2,1,0,,MISS Batum 26' 3PT Jump Shot,201587,1610612766,0,,0,
3,555.0,4,0,0,Scola REBOUND (Off:3 Def:5),,2449,1610612761,0,,0,
3,547.0,2,0,0,MISS Valanciunas 3' Alley Oop Layup,,202685,1610612761,0,,0,
3,545.0,4,0,0,Valanciunas REBOUND (Off:6 Def:4),,202685,1610612761,0,,0,
3,539.0,1,0,1,Valanciunas 8' Turnaround Hook Shot (10 PTS),,202685,1610612761,0,,0,
3,539.0,6,-1,0,,Zeller S.FOUL (P3.T1) (M.Boland),203469,1610612766,202685,1610612761,0,
3,539.0,3,0,1,MISS Valanciunas Free Throw 1 of 1,,202685,1610612761,0,,0,
3,538.0,4,1,1,,Zeller REBOUND (Off:3 Def:3),203469,1610612766,0,,0,
3,520.0,6,-1,1,Scola S.FOUL (P2.T1) (M.Davis),,2449,1610612761,203469,1610612766,0,
3,520.0,3,1,1,,Zeller Free Throw 1 of 2 (10 PTS),203469,1610612766,0,,0,
3,520.0,3,1,0,,Zeller Free Throw 2 of 2 (11 PTS),203469,1610612766,0,,0,
3,503.0,1,0,1,Scola 2' Cutting Layup Shot (5 PTS) (Lowry 6 AST),,2449,1610612761,200768,1610612761,0,
3,481.0,2,1,0,,MISS Hairston 24' 3PT Jump Shot,203798,1610612766,0,,0,
3,481.0,4,0,0,Valanciunas REBOUND (Off:6 Def:5),,202685,1610612761,0,,0,
3,465.0,2,0,1,MISS DeRozan 2' Driving Floating Jump Shot,Walker BLOCK (1 BLK),201942,1610612761,0,,202689,1610612766
3,463.0,4,1,1,,Walker REBOUND (Off:0 Def:2),202689,1610612766,0,,0,
