713.26,201942,0.9493453825663245
713.26,2449,17.18341118160769
713.26,101107,17.86166416973794
713.22,201942,0.5403399279157517
713.22,2449,17.811201139241003
713.22,101107,18.370435324850092
713.18,201942,0.1322133476620274
713.18,2449,18.53955816934158
713.18,101107,18.876318282771674
713.14,201942,0.08362921140366969
713.14,2449,18.874102760187036
713.14,101107,19.061430425490105
713.1,201942,0.34111095262392543
713.1,101107,19.068818917699126
713.1,2449,19.205608374703992
713.06,201942,1.2254715673976297
713.06,101107,18.84947552779652
713.06,2449,19.558247859038907
713.02,201942,2.313199142248675
713.02,101107,18.696405380406688
713.02,200768,19.210497891377
712.98,201942,3.6214763956292773
712.98,200768,17.646148941114603
712.98,101107,18.382576371784776
712.94,201942,4.801025898409629
712.94,200768,16.184322080414734
712.94,202689,18.032325483364588
712.9,201942,5.945021417791527
712.9,200768,14.743768696222144
712.9,202689,16.84638518781403
712.86,201942,7.0695061851942675
712.86,200768,13.287707173869387
712.86,202689,15.6810339751561
712.82,201942,8.182836298160925
712.82,200768,11.834299203691785
712.82,202689,14.550584157431619
712.78,201942,9.270268429258131
712.78,200768,10.369792749211527
712.78,202689,13.437063667371676
712.74,200768,8.910114073456073
712.74,201942,10.34343130631707
712.74,202689,12.29093358137208
712.7,200768,7.460897433003617
712.7,202689,11.175177276522286
712.7,201942,11.3928848138213
712.66,200768,6.016011562904445
712.66,202689,10.101333727077826
712.66,201942,12.403111816786138
712.62,200768,4.575343506076895
712.62,202689,9.08119966659141
712.62,201942,13.415826464608879
712.58,200768,3.134271036094357
712.58,202689,8.155849943298367
712.58,201942,14.435927670118744
712.54,200768,1.7096569116638567
712.54,202689,7.389258556343794
712.54,201942,15.395335562598174
712.5,200768,1.5362787442713648
712.5,202689,7.27429149919771
712.5,201942,15.099036114298821
712.46,200768,1.369153157137652
712.46,202689,7.161656030479266
712.46,201942,14.747456181084248
712.42,200768,1.2157304270684357
712.42,202689,7.061982407971575
712.42,201942,14.386987163867909
712.38,200768,1.0751679147928475
712.38,202689,6.9374449594717476
712.38,201942,14.060582581319311
712.34,200768,0.9602574780755417
712.34,202689,6.825771228982114
712.34,201942,13.688514998275013
712.3,200768,0.9142326067801372
712.3,202689,6.731345167386683
712.3,201942,13.260283209890353
712.26,200768,0.9431381089214879
712.26,202689,6.6422055546407135
712.26,201942,12.786729445190433
712.22,200768,0.9781001725794777
712.22,202689,6.545710747657587
712.22,201942,12.277697357420081
712.18,200768,1.0938065080259833
712.18,202689,6.459520003723182
712.18,201942,11.751633000485507
712.14,200768,1.105563238942033
712.14,202689,6.317632788125625
712.14,201942,11.138897885275723
712.1,200768,1.12692118646337
712.1,202689,6.146393027467413
712.1,201942,10.530210072966256
712.06,200768,1.1607936656012525
712.06,202689,5.978139116547887
712.06,201942,9.948208325160868
712.02,200768,1.224698217929624
712.02,202689,5.827973632009671
712.02,201942,9.378711669867027
711.98,200768,1.1421854396725655
711.98,202689,5.483755624624425
711.98,201942,8.939075955964357
711.94,200768,1.1197689199562506
711.94,202689,5.1617116295372405
711.94,201942,8.584871484559335
711.9,200768,1.1002403905510847
711.9,202689,4.884765232976913
711.9,201942,8.224628436908258
711.86,200768,1.074160502904478
711.86,202689,4.647658942736654
711.86,201942,7.869536171465253
711.82,200768,1.092581337658665
711.82,202689,4.450432393307418
711.82,201942,7.495966976214606
711.78,200768,1.131380518216571
711.78,202689,4.324537843631384
711.78,201942,7.117231996000973
711.74,200768,1.254275646299488
711.74,202689,4.270610665150825
711.74,201942,6.827587217494918
711.7,200768,1.31238940394991
711.7,202689,4.223546537070477
711.7,201942,6.657726862623609
711.66,200768,1.463894709465131
711.66,202689,4.226047420711227
711.66,201942,6.540058578575576
711.62,200768,1.7511062436357154
711.62,202689,4.395828801591342
711.62,201942,6.518045983636503
711.58,200768,1.7721177867173494
711.58,202689,4.328451210421577
711.58,201942,6.506277415696323
711.54,200768,1.951052941183298
711.54,202689,4.360782473111908
711.54,201942,6.728308877407458
711.5,200768,2.136447981580639
711.5,202689,4.48242090993249
711.5,201942,7.148694064128075
711.46,200768,2.344632264641942
711.46,202689,4.603362228849695
711.46,201942,7.691228355971496
711.42,200768,2.42614343042616
711.42,202689,4.637347719224865
711.42,201942,8.217924691173561
711.38,200768,2.5074936019858534
711.38,202689,4.768068156496928
711.38,201942,8.932346456586869
711.34,200768,2.5105396855058872
711.34,202689,4.822936828168082
711.34,201942,9.691815396018438
711.3,200768,2.4751582884736907
711.3,202689,4.746942128844632
711.3,201942,10.34135552141014
711.26,200768,2.6791020657675557
711.26,202689,4.896361675468836
711.26,202685,11.208354637969833
