713.26,13.15,201942,32.76517,42.28548,0.9493453825663245
713.22,13.13,201942,32.81751,42.36286,0.5403399279157517
713.18,13.11,201942,32.83721,42.46881,0.1322133476620274
713.14,13.08,201942,32.83167,42.5987,0.08362921140366969
713.1,13.06,201942,32.80648,42.755,0.34111095262392543
712.38,12.64,200768,14.19867,45.79786,1.0751679147928475
712.34,12.62,200768,14.39174,45.94404,0.9602574780755417
712.3,12.6,200768,14.55537,46.07384,0.9142326067801372
712.26,12.57,200768,14.70544,46.16007,0.9431381089214879
712.22,12.55,200768,14.9033,46.24955,0.9781001725794777
712.18,12.53,200768,15.09418,46.29571,1.0938065080259833
711.86,12.34,200768,16.62723,46.14512,1.074160502904478
711.82,12.32,200768,16.83373,46.09106,1.092581337658665
710.1,11.32,200768,31.8278,33.09189,1.0920168762890103
710.06,11.3,200768,31.97894,32.57415,1.099117050954992
709.46,10.95,200768,33.87382,25.22946,1.0633851844463518
709.42,10.93,200768,33.95342,24.81067,0.9036615481473093
709.38,10.9,200768,34.03168,24.42268,0.8863058192294571
709.34,10.88,200768,34.06133,24.0588,0.7025294388849523
709.3,10.86,200768,34.07897,23.70931,0.6172342029570336
709.26,10.83,200768,34.09057,23.37623,0.7088549883438771
709.22,10.81,200768,34.11317,23.07181,0.39839791779074485
709.18,10.79,200768,34.12965,22.78535,0.13393139213791494
707.38,9.74,201942,16.17985,16.7982,0.8796679815703174
707.34,9.72,201942,16.02586,17.09986,0.5711427024833624
707.3,9.7,201942,15.88375,17.38661,0.4136579751437181
707.26,9.67,201942,15.79749,17.68101,0.2812643150134763
706.74,9.37,2449,5.19231,3.36682,1.0770122571261669
706.7,9.35,2449,5.19355,3.35464,0.8695376909599719
706.66,9.32,2449,5.19514,3.34304,0.8097626961030003
706.62,9.3,2449,5.23121,3.40337,0.7816680321594327
706.58,9.28,2449,5.23441,3.39162,0.7391338652774614
706.54,9.25,2449,5.24298,3.37064,0.7417121062110283
706.5,9.23,2449,5.24947,3.35246,0.7401004918252663
706.46,9.21,2449,5.25272,3.33356,0.6967953600591784
706.42,9.19,2449,5.26016,3.34955,0.6965442203478543
706.38,9.16,2449,5.26551,3.38019,0.734863185429778
706.34,9.14,2449,5.26858,3.40393,0.6028926425989954
706.3,9.12,2449,5.29004,3.47711,0.41253066661764637
706.26,9.09,2449,5.3121,3.57125,0.48968241105843263
706.22,9.07,2449,5.36124,3.66269,0.9479232906200799
706.1,9.0,2449,5.5422,3.85251,0.8954558618379805
706.06,8.98,2449,5.59084,3.95711,0.7743092067126673
706.02,8.95,2449,5.6424,4.03375,0.47140691011057556
705.98,8.93,2449,5.65983,4.14548,0.2430564839702903
705.94,8.91,2449,5.66842,4.2307,0.6151310333579343
704.66,8.16,2449,4.73969,12.55752,0.8637514430089251
704.62,8.14,2449,4.80899,13.02239,0.6564122121045581
704.58,8.12,2449,4.91745,13.49646,0.9068905530988834
703.74,7.63,2449,6.21541,23.59778,0.8831346344131225
703.7,7.61,2449,6.28222,23.98351,0.8208718697214585
703.66,7.58,2449,6.41046,24.4245,0.8116571584111132
703.62,7.56,2449,6.55168,24.82898,0.6763037288082918
703.58,7.54,2449,6.63277,25.23603,0.5715255431737053
703.54,7.52,2449,6.77396,25.55253,0.6360753355538941
703.5,7.49,2449,6.96264,25.87333,0.8698208160880028
703.46,7.47,202685,7.29028,26.88551,0.8734726384380909
703.42,7.45,202685,7.26369,27.1285,0.8017436044023046
703.38,7.42,202685,7.29568,27.36152,0.6329082382936708
703.34,7.4,202685,7.33682,27.59652,0.3760455514960945
703.3,7.38,202685,7.37482,27.82111,0.43317319677006744
703.26,7.35,202685,7.40814,28.03005,0.8571948054555634
702.14,6.7,202685,6.74064,28.00107,0.8320048012481661
702.1,6.68,201587,5.37624,26.98996,0.8560291137572366
702.06,6.66,202685,6.5818,27.7283,0.9753404977237428
698.7,23.81,202689,5.55315,25.22903,0.9543126035529456
698.66,23.78,202689,5.5866,25.10265,0.8426121495088942
698.62,23.74,202689,5.6503,24.97664,0.8870286886003159
